transaction_id,user_id,amount,payment_method,transaction_status,failure_reason,timestamps
6468,1670,92.95,Wallet,Success,Invalid PIN,2/8/2024 10:10
1848,1286,5789.83,CARD,Success,Timeout,2/19/2024 17:21
12060,1225,433.63,upi,Success,Timeout,1/21/2024 2:33
6618,1743,1144.18,UPI,Success,Insufficient Balance,1/2/2024 20:59
14107,1379,3629.11,Wallet,Failed,Invalid PIN,1/10/2024 7:08
11063,1636,3924.1,,Success,Invalid PIN,1/26/2024 19:01
157,1839,348.79,upi,Failed,Invalid PIN,2/5/2024 2:54
5599,1644,232.21,,Success,Bank Server Down,1/11/2024 19:50
11239,1296,858.92,UPI,Failed,,2/9/2024 9:44
12989,1913,1109.38,upi,Failed,Invalid PIN,1/25/2024 19:04
9150,1752,105.24,upi,Failed,Invalid PIN,1/21/2024 17:52
6871,1275,1249.14,Wallet,Success,,1/27/2024 0:40
10360,1672,1205.53,,Success,Timeout,2/2/2024 23:08
8644,1366,508.61,UPI,Success,Invalid PIN,1/18/2024 12:25
14441,1475,1319.81,,Success,Insufficient Balance,2/5/2024 16:01
1897,1288,1872.5,upi,Success,Bank Server Down,1/29/2024 1:56
10477,1284,167.15,NetBanking,,,1/20/2024 23:59
5986,1072,1096.37,CARD,Success,,2/28/2024 7:04
4490,1548,485.94,,Success,Timeout,2/18/2024 3:29
13435,1949,10276.45,UPI,Failed,,1/8/2024 22:41
13286,1991,5319.6,Card,Success,Invalid PIN,2/16/2024 9:16
6752,1832,619.84,Card,Failed,Timeout,1/28/2024 18:31
453,1878,1235.4,UPI,Success,Bank Server Down,1/5/2024 8:28
1412,1295,53,Wallet,Failed,,1/13/2024 0:50
5534,1752,1497.69,upi,success,Bank Server Down,1/11/2024 22:06
745,1419,814.73,UPI,Success,Bank Server Down,1/14/2024 1:45
7856,1854,349.94,upi,FAILED,Timeout,1/2/2024 4:18
99,1401,2077.04,Card,Failed,Invalid PIN,2/12/2024 0:44
5525,1246,1042.32,NetBanking,Success,Bank Server Down,1/25/2024 18:35
12278,1799,1074.51,CARD,Success,,2/19/2024 18:26
12239,1715,865.33,UPI,success,,2/25/2024 17:50
11957,1859,673.25,NetBanking,,Timeout,2/26/2024 9:37
2837,1813,583.57,CARD,Success,,1/13/2024 2:29
857,1647,291.55,CARD,Success,,1/13/2024 17:25
8560,1827,3167.31,UPI,Success,Bank Server Down,1/26/2024 16:12
10549,1954,238.55,upi,Success,Timeout,2/7/2024 16:52
9092,1574,344.27,,Success,Invalid PIN,2/24/2024 5:11
2443,1272,1723.37,Card,Success,Invalid PIN,2/23/2024 20:44
10016,1409,1258.37,,Success,Bank Server Down,2/10/2024 3:30
13194,1901,836.77,Wallet,Failed,Bank Server Down,2/5/2024 20:42
5880,1568,51.28,NetBanking,Success,Bank Server Down,1/5/2024 16:42
3321,1657,1330.48,,Success,Bank Server Down,1/6/2024 14:32
9768,1050,1738.48,Wallet,FAILED,Insufficient Balance,2/6/2024 17:54
9189,1783,69.65,Card,Failed,,2/4/2024 12:22
3239,1405,0,CARD,Success,Insufficient Balance,2/4/2024 10:57
6462,1897,1974.62,UPI,Success,Timeout,1/26/2024 16:25
14913,1022,1202.66,CARD,Success,Invalid PIN,1/27/2024 6:07
1014,1062,17.95,NetBanking,Success,,2/22/2024 21:33
9992,1807,1174.39,NetBanking,Success,,1/3/2024 18:45
13205,1581,106.61,CARD,Success,,2/28/2024 7:51
4307,1979,5153.69,UPI,Success,Insufficient Balance,1/22/2024 5:46
7762,1011,1785.22,Card,Success,,1/24/2024 3:20
11038,1220,241.38,upi,Success,Insufficient Balance,1/25/2024 1:01
10806,1590,42.01,CARD,Success,,1/22/2024 5:34
13486,1002,725.39,Card,success,,1/12/2024 1:10
11488,1864,2583,,Success,,1/24/2024 20:48
12440,1544,4455.35,upi,Success,Insufficient Balance,2/16/2024 2:45
13546,1722,1757.95,CARD,Success,Bank Server Down,2/24/2024 17:22
4853,1714,607.61,Wallet,Failed,Bank Server Down,1/6/2024 19:15
1246,1630,1917.45,Wallet,Success,Bank Server Down,2/17/2024 6:54
5385,1565,5513.76,CARD,success,,2/29/2024 17:47
2877,1481,712.69,NetBanking,Success,Invalid PIN,2/2/2024 16:02
2326,1473,4063.02,Wallet,Success,Bank Server Down,2/29/2024 20:10
10391,1155,5753.52,Card,Success,,2/15/2024 6:53
1364,1893,829.64,,Success,,1/16/2024 10:54
10821,1349,831.78,CARD,Success,Bank Server Down,2/1/2024 16:46
13331,1129,3541.65,NetBanking,Success,Bank Server Down,2/25/2024 8:22
4481,1703,1314.64,Card,Failed,Insufficient Balance,2/23/2024 0:08
11691,1522,375.06,Wallet,Failed,Invalid PIN,1/3/2024 7:53
14564,1060,1210.06,UPI,FAILED,,1/22/2024 16:10
309,1400,530.04,Wallet,Success,Timeout,1/9/2024 11:30
7424,1456,267.11,UPI,Success,,2/1/2024 23:19
9557,1426,276.89,Wallet,Success,,1/8/2024 7:05
1922,1938,1100.95,Card,Success,Bank Server Down,2/24/2024 1:33
134,1856,984.32,UPI,Success,Bank Server Down,2/29/2024 6:29
3653,1277,1751.23,,Failed,Timeout,1/10/2024 22:17
2256,1746,731.97,,Success,Bank Server Down,2/25/2024 18:05
4543,1657,943.05,upi,Failed,Timeout,1/1/2024 12:20
4071,1914,1884.07,upi,Success,Timeout,1/16/2024 22:01
9188,1484,1893.54,Card,Success,,2/8/2024 7:16
9547,1789,120.71,,Success,,1/14/2024 23:54
1771,1745,2360.22,Card,Success,,1/2/2024 19:32
13421,1680,786.49,,Failed,,2/12/2024 2:19
1182,1345,409.22,CARD,Success,,2/16/2024 5:19
8269,1380,4116.9,,FAILED,Insufficient Balance,2/29/2024 13:32
2870,1380,355.98,upi,Success,,2/7/2024 12:14
1571,1295,2681.13,Card,Failed,Invalid PIN,2/12/2024 8:10
4084,1484,3043.2,UPI,Success,Bank Server Down,1/30/2024 4:40
512,1154,217.86,,Success,Bank Server Down,1/29/2024 13:57
3661,1629,3731.11,NetBanking,Success,,2/10/2024 8:04
7564,1863,3646.78,Card,success,,2/17/2024 3:37
14666,1288,2132.7,,Success,,2/20/2024 8:28
1147,1847,808.57,,Success,Invalid PIN,1/5/2024 16:07
13131,1336,157.26,,Success,,1/26/2024 8:07
12319,1218,1112.14,,Success,Insufficient Balance,2/5/2024 2:57
7248,1699,432.81,Wallet,Success,,2/12/2024 7:14
9436,1339,1913.88,NetBanking,Failed,,2/17/2024 8:18
13024,1640,132.76,,Success,Timeout,2/17/2024 7:29
2813,1516,2389.67,CARD,Success,,1/21/2024 3:58
9247,1081,1748.22,UPI,FAILED,Timeout,2/22/2024 15:01
1165,1060,129.43,Card,Success,Invalid PIN,2/25/2024 17:49
2017,1097,3457.4,,Success,Insufficient Balance,2/12/2024 7:56
1365,1138,809.49,CARD,Success,Invalid PIN,1/20/2024 2:42
7820,1964,832.84,,Success,Bank Server Down,2/29/2024 11:31
7361,1111,5433.91,upi,FAILED,Timeout,1/23/2024 1:32
4912,1680,1008.97,Wallet,Success,Invalid PIN,2/6/2024 1:16
13297,1916,228.64,Wallet,Success,Insufficient Balance,2/8/2024 20:57
9223,1264,1322.84,Wallet,success,Invalid PIN,1/1/2024 3:29
4435,1933,3389.05,,Success,,1/3/2024 12:48
5665,1649,6219.29,,Success,,1/3/2024 7:07
14356,1548,8034,upi,Failed,Invalid PIN,1/27/2024 4:09
5565,1854,762.83,,Success,Timeout,2/21/2024 8:42
5847,1375,195.6,NetBanking,Success,,2/24/2024 20:28
7866,1588,696.3,Wallet,Success,,2/4/2024 1:12
11671,1157,1338.87,,Success,Timeout,1/8/2024 1:16
11701,1100,2405.95,CARD,Failed,Bank Server Down,2/26/2024 2:01
12366,1688,2839.03,upi,Success,Timeout,1/17/2024 6:38
7511,1012,70.38,Wallet,Failed,Bank Server Down,2/12/2024 5:01
9515,1096,525.97,Card,Failed,,2/14/2024 22:07
7104,1110,728.5,CARD,Success,Insufficient Balance,1/2/2024 12:11
4306,1283,840.81,,Failed,Timeout,1/6/2024 15:48
5684,1750,3097.24,NetBanking,Success,Timeout,2/5/2024 14:16
5321,1939,1273.21,NetBanking,Success,,2/8/2024 9:43
4428,1161,2842.44,,Success,Insufficient Balance,2/28/2024 9:32
6112,1685,2723.6,upi,Success,Timeout,2/9/2024 15:50
1545,1140,2595.18,CARD,Failed,Bank Server Down,1/11/2024 1:32
6144,1569,4296.27,,FAILED,Insufficient Balance,2/2/2024 17:43
1521,1094,799.62,Wallet,success,,2/28/2024 3:44
7439,1277,174.23,Card,FAILED,,1/15/2024 19:44
623,1117,1081.41,NetBanking,Failed,,2/16/2024 6:17
9759,1355,2062.68,Wallet,Success,Invalid PIN,2/24/2024 19:21
7372,1871,1492.53,Card,Failed,Timeout,2/10/2024 20:07
12294,1309,1391.04,,Failed,Bank Server Down,1/21/2024 17:09
536,1824,685.92,Wallet,Success,Insufficient Balance,2/27/2024 15:56
5549,1684,432.54,UPI,Success,,2/18/2024 13:02
1844,1341,2677.81,upi,Success,,1/8/2024 9:16
497,1792,6058.98,CARD,Success,,1/31/2024 20:28
7895,1784,1616.97,Card,Success,,1/6/2024 15:42
13443,1438,1887.36,,Failed,Invalid PIN,1/6/2024 20:00
5455,1619,458.2,Card,Success,Timeout,1/6/2024 22:32
7400,1751,277.76,Wallet,,,2/15/2024 16:13
7790,1179,3610.75,upi,Failed,,2/3/2024 13:25
13784,1385,1032.6,UPI,Failed,Insufficient Balance,1/15/2024 7:55
14718,1084,97.24,Card,Failed,Bank Server Down,1/23/2024 13:09
6297,1233,753.46,,Success,Timeout,1/5/2024 6:05
14251,1048,360,upi,Success,Timeout,2/14/2024 12:09
11179,1324,435.72,UPI,Success,Bank Server Down,1/21/2024 15:08
11528,1537,1121.46,,Success,Invalid PIN,2/28/2024 3:15
11065,1325,555.22,CARD,Success,Bank Server Down,1/24/2024 16:04
3655,1420,622.88,Card,Success,,1/9/2024 21:31
400,1509,4011.04,upi,Failed,Timeout,1/19/2024 18:37
5669,1933,330.41,upi,Success,Invalid PIN,1/4/2024 11:38
8585,1344,1386.84,Card,Success,Invalid PIN,2/29/2024 20:19
8936,1486,654.13,,Failed,Bank Server Down,1/17/2024 19:48
582,1773,1032.8,upi,Failed,,1/21/2024 22:30
2596,1548,63.14,NetBanking,,Timeout,2/21/2024 6:41
12229,1797,299.26,upi,Success,Bank Server Down,2/14/2024 4:52
1489,1950,642.74,Wallet,FAILED,Insufficient Balance,2/17/2024 13:01
14185,1629,214.8,upi,Success,Timeout,1/17/2024 21:44
6800,1875,813.64,NetBanking,Success,,1/19/2024 22:41
9325,1933,8.87,Card,Success,Invalid PIN,2/27/2024 4:56
1395,1094,1618.74,upi,Failed,Insufficient Balance,1/5/2024 22:40
8015,1523,515.8,,Success,,1/7/2024 0:57
9032,1151,1964.06,upi,Success,Invalid PIN,2/19/2024 21:14
10084,1619,2762.53,upi,Success,Timeout,1/17/2024 1:12
6851,1742,1901.98,CARD,Success,Insufficient Balance,2/6/2024 21:35
3461,1424,2313.37,NetBanking,Success,Timeout,1/25/2024 2:47
3270,1858,6000.01,upi,Success,Bank Server Down,2/19/2024 14:33
3374,1819,3013.11,upi,Success,,1/29/2024 23:28
13660,1101,550.05,upi,Success,Insufficient Balance,1/31/2024 2:34
7236,1176,2283.79,upi,,Invalid PIN,2/1/2024 18:06
4321,1119,1167.97,Card,Success,Invalid PIN,1/10/2024 20:30
12153,1638,1915.09,Wallet,Success,,1/9/2024 15:58
13694,1642,2977.32,Card,Success,Invalid PIN,1/12/2024 21:50
12059,1094,1353.01,NetBanking,Success,,1/9/2024 10:46
5317,1204,253.18,UPI,Success,,1/11/2024 17:08
3574,1350,1300.03,Card,Success,,1/23/2024 18:08
10976,1198,852.94,NetBanking,Success,Insufficient Balance,2/14/2024 7:11
741,1492,712.88,CARD,Success,,1/13/2024 3:25
2164,1738,2600.36,CARD,,Insufficient Balance,2/11/2024 23:31
8546,1339,629.02,upi,Success,Invalid PIN,1/31/2024 14:38
1035,1869,2036.39,CARD,Success,,2/23/2024 14:23
12041,1987,940.92,UPI,Failed,Timeout,2/9/2024 21:39
13795,1463,668.98,Card,Success,Bank Server Down,1/18/2024 1:46
8672,1704,1643.42,upi,Success,,2/26/2024 3:17
2046,1545,266.75,NetBanking,Success,Invalid PIN,1/14/2024 14:52
5065,1872,686.1,Card,Success,Timeout,1/13/2024 2:49
1474,1499,2558.22,Wallet,Success,,2/17/2024 21:22
6517,1469,1552.84,NetBanking,Success,Timeout,1/3/2024 22:31
5596,1326,2847.61,upi,Failed,,2/11/2024 9:47
3188,1626,344.22,UPI,Success,Invalid PIN,2/5/2024 23:16
8217,1206,836.95,UPI,Success,Bank Server Down,1/11/2024 19:09
2142,1516,1917.8,,Failed,Timeout,1/5/2024 6:11
3446,1744,3295.77,UPI,,,2/5/2024 1:01
13696,1121,3701.96,Wallet,Success,Timeout,1/23/2024 20:51
8395,1985,3206.69,NetBanking,Success,Insufficient Balance,2/26/2024 22:09
152,1230,-3345.29,Wallet,Success,Bank Server Down,2/20/2024 10:16
2089,1664,2112.39,NetBanking,Success,,1/18/2024 4:59
4895,1719,1050.96,UPI,,,1/13/2024 19:14
8786,1536,2904.39,upi,Success,Invalid PIN,2/7/2024 22:15
2398,1569,0,UPI,Success,Invalid PIN,2/7/2024 13:22
2490,1671,3103.32,Wallet,Failed,Insufficient Balance,2/13/2024 18:01
7751,1282,925.93,UPI,Success,Bank Server Down,2/20/2024 2:37
2426,1198,988.13,Wallet,Success,Bank Server Down,2/29/2024 14:32
5766,1592,2132.18,UPI,Success,,1/28/2024 21:43
4425,1491,846.46,CARD,Success,,1/11/2024 5:17
4204,1313,956.01,CARD,Success,,2/23/2024 15:17
684,1515,15.6,CARD,success,Insufficient Balance,2/4/2024 21:00
3323,1827,1186.21,Card,Success,Insufficient Balance,1/21/2024 4:18
14874,1540,1169.86,UPI,,Bank Server Down,2/2/2024 3:35
2543,1839,408.28,Card,Success,Insufficient Balance,1/6/2024 23:29
14122,1207,410.23,UPI,Success,Invalid PIN,2/25/2024 10:37
11252,1866,6.43,UPI,Success,,2/25/2024 10:19
2842,1286,1371.13,,Success,Bank Server Down,2/2/2024 21:24
6148,1741,230.77,NetBanking,Success,,1/12/2024 8:10
10777,1165,4501.15,Wallet,FAILED,,1/18/2024 22:05
1173,1681,1029.69,upi,Failed,Bank Server Down,1/21/2024 10:09
13276,1620,449.85,Card,Failed,Invalid PIN,1/18/2024 2:36
6372,1415,462.54,Wallet,,Bank Server Down,1/8/2024 4:24
6478,1200,2679.13,NetBanking,Success,Invalid PIN,2/20/2024 12:13
3084,1253,2019.17,Wallet,success,Insufficient Balance,1/27/2024 22:31
691,1987,97.38,NetBanking,Success,Timeout,2/5/2024 11:46
701,1544,624.83,Card,Success,Timeout,2/11/2024 12:27
750,1393,3077.82,NetBanking,Failed,Invalid PIN,1/26/2024 15:11
8601,1529,1436.66,UPI,Success,Invalid PIN,2/19/2024 13:16
12770,1786,2231.7,Card,,,1/25/2024 22:58
12264,1005,613.37,upi,Success,,1/27/2024 11:44
4203,1337,9.15,Card,Success,Insufficient Balance,2/21/2024 10:34
634,1446,2951.89,CARD,Success,Timeout,1/14/2024 7:13
9599,1723,4861.02,UPI,Success,Invalid PIN,2/14/2024 8:01
2004,1994,3687.81,CARD,Success,Timeout,2/18/2024 6:33
3722,1754,5287.72,UPI,Failed,Timeout,2/14/2024 19:17
10131,1844,2482.51,Card,Success,Invalid PIN,1/30/2024 5:18
8754,1679,908.81,Card,Success,,2/22/2024 17:12
12164,1485,2308.94,upi,Failed,Insufficient Balance,1/25/2024 17:59
2175,1266,2734.88,UPI,Success,,1/31/2024 18:15
2086,1145,658.7,Wallet,Success,,2/2/2024 23:12
3682,1448,671.46,Wallet,Success,Insufficient Balance,1/25/2024 18:17
2906,1101,972.72,,Success,,1/13/2024 7:14
34,1313,491.65,UPI,Failed,,1/20/2024 1:23
4790,1763,2120.14,NetBanking,Success,Timeout,2/28/2024 4:05
13133,1729,2.41,Wallet,Success,Invalid PIN,1/12/2024 7:02
11096,1215,127.54,,Success,Bank Server Down,2/13/2024 3:12
7408,1987,201.74,Card,Failed,,2/23/2024 14:40
234,1347,-2225.31,Wallet,Success,,1/12/2024 22:44
3842,1861,1850.21,CARD,Failed,Timeout,1/24/2024 0:35
14597,1864,569.94,upi,Failed,Invalid PIN,2/8/2024 3:01
1888,1309,867.61,Wallet,Success,Bank Server Down,2/9/2024 4:53
4948,1546,978.08,Card,Failed,,2/3/2024 13:26
4983,1745,3131.61,NetBanking,Success,Invalid PIN,1/12/2024 5:54
10066,1654,3505.72,UPI,Success,,2/17/2024 6:57
10741,1838,2165.6,Wallet,Success,,1/1/2024 5:10
14789,1979,546.96,CARD,Success,Insufficient Balance,1/15/2024 0:23
13892,1066,1850.26,UPI,Success,,1/20/2024 0:10
9232,1156,48.48,upi,Failed,Invalid PIN,2/7/2024 16:50
2333,1284,1366.62,CARD,Success,Timeout,2/20/2024 2:57
13701,1022,3054.08,Wallet,Success,Timeout,1/30/2024 15:13
5190,1904,2645.69,upi,Success,Invalid PIN,2/18/2024 7:37
5226,1791,500,upi,Success,Insufficient Balance,2/25/2024 13:05
6094,1313,445.06,Card,,Timeout,1/20/2024 4:27
2166,1780,2340.79,Card,Success,Insufficient Balance,2/25/2024 1:13
3803,1830,457.86,Card,Success,,1/10/2024 12:47
9537,1129,3.01,upi,Success,Insufficient Balance,2/15/2024 3:30
1968,1267,2684.48,Card,Failed,Timeout,1/26/2024 5:46
11049,1536,2083.35,UPI,Failed,Insufficient Balance,2/21/2024 13:51
10647,1833,3277.33,upi,Failed,Bank Server Down,2/10/2024 7:26
10229,1198,0,upi,Success,Insufficient Balance,2/28/2024 22:10
13179,1440,845.28,,Success,Timeout,1/27/2024 16:02
9926,1442,421.81,CARD,Failed,Insufficient Balance,1/4/2024 2:30
13147,1504,3758.81,,Success,Bank Server Down,1/31/2024 9:52
491,1982,1448.81,,Success,,1/31/2024 16:09
12081,1157,833.07,upi,Success,Bank Server Down,2/3/2024 13:53
236,1230,1408.68,,Success,,1/7/2024 2:05
5790,1962,535.79,upi,success,Bank Server Down,2/20/2024 3:46
2585,1630,3909.76,CARD,Success,,1/14/2024 23:16
6832,1072,2776.85,upi,Success,,2/8/2024 17:46
12887,1938,873.49,NetBanking,,,1/16/2024 21:51
11446,1922,1906.71,,Success,Insufficient Balance,2/16/2024 8:27
9719,1747,175.85,CARD,Success,Bank Server Down,2/29/2024 2:29
2958,1050,4034.63,NetBanking,Success,,2/8/2024 16:14
3787,1313,1724.87,Card,Failed,Invalid PIN,2/1/2024 23:29
8039,1021,282.43,upi,Failed,Bank Server Down,1/10/2024 14:51
8076,1316,249.34,NetBanking,FAILED,,1/19/2024 20:07
8703,1591,915.51,UPI,success,Invalid PIN,2/29/2024 21:08
12295,1595,277.03,CARD,Success,,2/1/2024 21:11
8053,1293,667.49,Wallet,Failed,Bank Server Down,1/25/2024 2:37
121,1052,470.75,CARD,Success,Timeout,2/18/2024 20:26
12021,1411,207.97,,,,2/29/2024 1:54
5555,1081,348.77,CARD,Failed,Bank Server Down,2/5/2024 3:27
14111,1859,2468.21,upi,FAILED,Insufficient Balance,1/1/2024 17:42
9295,1617,1123.34,upi,,Bank Server Down,2/27/2024 10:23
502,1871,523.73,Wallet,Success,,2/13/2024 2:16
5960,1438,376.38,UPI,Failed,Invalid PIN,1/17/2024 17:13
12950,1291,633.85,CARD,Success,Invalid PIN,1/1/2024 17:28
907,1408,222.57,CARD,Success,Bank Server Down,2/12/2024 3:48
7495,1025,2452.04,CARD,Success,Invalid PIN,1/20/2024 18:35
6729,1287,123.01,UPI,Success,Invalid PIN,1/17/2024 21:22
11355,1299,1557.99,Wallet,Success,,1/22/2024 12:35
14493,1974,6.05,Card,Success,,1/14/2024 20:20
6528,1615,464.81,CARD,Failed,,1/16/2024 2:43
12851,1274,204.45,CARD,Success,Timeout,2/13/2024 23:13
2458,1583,2635.03,upi,Failed,Bank Server Down,2/16/2024 16:03
8419,1598,247.79,UPI,Success,Invalid PIN,2/15/2024 13:41
10714,1580,1786.95,UPI,Success,,1/7/2024 21:41
10075,1254,537.26,upi,Success,Bank Server Down,1/3/2024 23:11
272,1563,282.02,Card,Failed,,1/18/2024 23:47
5630,1279,30.36,UPI,Success,,2/9/2024 16:00
2101,1186,169.01,upi,Failed,Timeout,2/19/2024 20:55
11910,1909,608.27,CARD,Success,,2/17/2024 17:48
3941,1198,520.84,,Success,Bank Server Down,2/20/2024 12:20
11750,1471,941.22,UPI,success,,1/13/2024 19:35
11222,1100,1013.95,,Success,,1/25/2024 20:56
4962,1074,5660.92,UPI,,Insufficient Balance,1/9/2024 15:21
14745,1386,1280.4,upi,Failed,,2/24/2024 7:23
12187,1470,1821.58,CARD,Success,Invalid PIN,1/13/2024 9:49
707,1267,1666.76,CARD,success,Timeout,2/3/2024 2:00
4228,1155,1966.77,CARD,Success,Timeout,2/4/2024 16:02
11429,1263,394.34,NetBanking,Failed,Timeout,2/5/2024 18:39
1579,1404,6837.42,CARD,Success,Insufficient Balance,1/10/2024 13:40
6072,1679,1291.57,Wallet,Failed,Timeout,2/2/2024 10:57
12791,1138,30.88,,Success,Timeout,1/18/2024 11:13
7228,1549,1181.76,Card,Success,,1/9/2024 8:17
5706,1550,670.8,CARD,Failed,Bank Server Down,2/7/2024 5:58
1377,1171,664.25,Wallet,Success,,1/21/2024 5:08
1997,1726,227.59,Wallet,Success,,1/4/2024 15:45
10414,1236,2797.45,NetBanking,Failed,,1/27/2024 7:17
11922,1617,2268.75,,Success,Timeout,1/28/2024 6:40
10363,1608,666.8,Wallet,Failed,Timeout,2/14/2024 22:01
13187,1070,964.31,UPI,Success,Bank Server Down,1/23/2024 19:41
10044,1985,858.59,upi,Success,,2/14/2024 1:02
2752,1881,3303.39,Card,Failed,Bank Server Down,1/5/2024 0:55
14760,1410,837.2,,Success,,1/7/2024 23:23
6600,1069,426.14,UPI,Failed,Bank Server Down,2/6/2024 13:05
9946,1790,459.35,,Success,Invalid PIN,2/16/2024 0:31
1557,1323,250.96,Wallet,Success,,1/12/2024 4:57
2242,1680,1175.33,Wallet,Success,,2/14/2024 15:16
10210,1250,587.61,CARD,Success,Insufficient Balance,1/6/2024 23:22
9809,1892,2484.22,Wallet,FAILED,,2/13/2024 19:29
1374,1260,2746.67,Wallet,Success,Timeout,1/12/2024 22:44
8930,1823,955.82,UPI,Success,Timeout,1/13/2024 16:59
7965,1844,806.14,Card,Success,,1/30/2024 14:17
5054,1465,1732.47,,Success,,2/24/2024 15:58
11766,1600,313.35,,Success,Insufficient Balance,1/23/2024 4:14
6578,1585,2411.12,,Success,Invalid PIN,1/9/2024 6:59
14803,1847,209.88,,,,1/1/2024 9:05
1768,1708,1240.47,,Success,Insufficient Balance,2/17/2024 21:24
9304,1816,359.63,Card,Success,,2/27/2024 13:19
7362,1363,540.44,Wallet,Success,Invalid PIN,1/22/2024 2:18
5720,1031,1966.6,UPI,Success,Bank Server Down,2/29/2024 20:14
14814,1794,439.6,Card,Success,Bank Server Down,2/2/2024 20:42
2951,1814,1298.09,NetBanking,FAILED,Insufficient Balance,2/20/2024 20:34
13172,1041,1647.23,CARD,Success,,1/16/2024 16:49
7874,1489,4190.31,,Failed,Invalid PIN,1/13/2024 3:38
7844,1115,94.97,UPI,Success,Bank Server Down,1/29/2024 18:34
6810,1720,410.55,NetBanking,Success,,1/7/2024 19:04
11110,1483,246.76,Card,FAILED,Bank Server Down,1/30/2024 5:05
9342,1573,1605.04,upi,Success,Invalid PIN,2/1/2024 6:54
1769,1915,217.05,,Success,Invalid PIN,2/9/2024 10:31
10283,1948,369.26,CARD,Failed,Insufficient Balance,2/15/2024 8:08
12744,1404,321.94,NetBanking,Success,,2/1/2024 16:53
2517,1870,2041.69,upi,Success,Timeout,2/19/2024 7:08
8183,1684,867.08,CARD,,,2/15/2024 23:32
11644,1148,732.97,NetBanking,Failed,Insufficient Balance,1/31/2024 16:06
13173,1596,794.8,CARD,Success,Invalid PIN,1/30/2024 1:05
1409,1994,2432.72,CARD,Success,,2/28/2024 1:33
12554,1856,2931.44,Wallet,Success,Insufficient Balance,1/26/2024 22:59
8713,1443,2796.01,NetBanking,Failed,,2/8/2024 21:44
6203,1128,1061.7,NetBanking,Success,Timeout,2/21/2024 2:22
11738,1870,4155.59,CARD,Success,Timeout,1/12/2024 8:24
807,1395,220.55,CARD,Success,Insufficient Balance,2/13/2024 8:56
969,1868,1332.23,UPI,Success,Invalid PIN,2/2/2024 19:55
1387,1784,2611.72,Wallet,Success,Timeout,2/10/2024 18:54
11046,1057,2689.25,upi,Success,,1/21/2024 19:18
8811,1892,116.33,upi,Failed,Insufficient Balance,2/26/2024 7:26
9734,1253,736.08,UPI,Success,Insufficient Balance,1/23/2024 20:34
5103,1910,1482.48,CARD,Success,,1/12/2024 19:04
8921,1267,89.25,CARD,Failed,Timeout,2/20/2024 22:13
11695,1999,424.53,Card,Success,,1/16/2024 19:45
8102,1784,1482.42,,Success,Bank Server Down,1/12/2024 0:14
6337,1204,1279,NetBanking,Success,,2/16/2024 11:02
11683,1422,1307.6,upi,Success,Bank Server Down,1/8/2024 7:59
8289,1539,558.32,NetBanking,success,,2/27/2024 19:57
1337,1440,2207.66,CARD,Success,Insufficient Balance,1/1/2024 21:02
11606,1495,631.61,,Success,Timeout,2/23/2024 16:40
9751,1338,2122.24,Wallet,Failed,,1/12/2024 7:36
8480,1195,2256.95,,Failed,Bank Server Down,1/14/2024 16:53
4280,1500,669.74,NetBanking,Success,Timeout,1/14/2024 9:58
6286,1234,885.99,upi,Success,,1/31/2024 3:21
8974,1955,1043.84,,Success,Insufficient Balance,2/27/2024 1:52
7320,1139,757.45,Card,Success,,1/9/2024 5:51
14907,1225,826.49,upi,Success,,1/14/2024 23:54
3237,1261,1150.56,Wallet,Success,,2/25/2024 11:45
8424,1043,1265.91,CARD,Failed,,1/12/2024 8:52
3624,1237,1933.97,CARD,Success,Insufficient Balance,1/4/2024 8:56
3124,1998,4410.99,Card,Success,,2/13/2024 15:33
4186,1587,6721.19,upi,FAILED,Bank Server Down,2/17/2024 9:34
9731,1204,1429.17,Card,Success,Bank Server Down,1/9/2024 9:40
2862,1584,2617.04,,Success,Invalid PIN,1/16/2024 13:03
9681,1133,65.62,UPI,Failed,Timeout,2/12/2024 16:00
2424,1685,786.36,UPI,Success,Bank Server Down,2/28/2024 21:08
6166,1771,1948.88,upi,Success,Bank Server Down,1/9/2024 19:06
14218,1238,3157.86,NetBanking,FAILED,,2/27/2024 1:14
14957,1972,3295.96,Card,,Bank Server Down,1/19/2024 23:43
8589,1493,98.73,Wallet,Failed,,1/6/2024 1:36
6677,1694,450.41,upi,Success,Bank Server Down,1/30/2024 13:01
12323,1863,2730.29,Wallet,Failed,Timeout,2/27/2024 9:30
13465,1238,317.47,UPI,Failed,Insufficient Balance,1/1/2024 21:28
8162,1028,367.25,Card,Success,Bank Server Down,1/24/2024 19:19
7718,1257,763.64,NetBanking,Success,Invalid PIN,1/5/2024 13:28
7972,1719,57.05,upi,Success,Insufficient Balance,2/18/2024 10:23
12457,1740,1103.66,Card,Failed,Bank Server Down,2/22/2024 11:50
14145,1710,557.47,CARD,Success,Timeout,2/11/2024 1:21
13542,1475,905.42,CARD,Success,,2/29/2024 1:13
7787,1781,5307.6,Card,Success,,1/24/2024 5:50
11841,1700,790.36,upi,FAILED,Invalid PIN,2/3/2024 0:58
9252,1160,269.41,NetBanking,FAILED,,2/22/2024 14:08
10933,1388,1664.7,Card,Success,Invalid PIN,2/19/2024 3:55
10364,1445,4705.51,,success,Invalid PIN,2/3/2024 14:17
