"TRANSACTION_ID","USER_ID","AMOUNT","PAYMENT_METHOD","TRANSACTION_STATUS","FAILURE_REASON","TXN_TIMESTAMP"
1922,1938,1100.95,"CARD","SUCCESS","",24-FEB-24 01.33.00.000000000 AM
1932,1171,945.38,"CARD","UNKNOWN","Timeout",13-FEB-24 02.20.00.000000000 AM
1934,1477,895.35,"NETBANKING","SUCCESS","",23-JAN-24 02.19.00.000000000 AM
1939,1612,270.8,"NETBANKING","SUCCESS","",30-JAN-24 08.48.00.000000000 AM
1946,1568,1240.5,"NETBANKING","UNKNOWN","Bank Server Down",04-FEB-24 01.06.00.000000000 PM
1948,1496,835.65,"NETBANKING","SUCCESS","",19-JAN-24 12.11.00.000000000 PM
1949,1814,398.96,"CARD","SUCCESS","",15-JAN-24 08.24.00.000000000 AM
1953,1215,1748.93,"CARD","FAILED","Bank Server Down",07-FEB-24 08.36.00.000000000 AM
1955,1775,3669.91,"UPI","FAILED","Reason unknown",05-JAN-24 04.07.00.000000000 AM
1958,1080,3756.28,"UNKNOWN","SUCCESS","",18-JAN-24 01.01.00.000000000 AM
1959,1726,1385.74,"UNKNOWN","FAILED","Reason unknown",25-FEB-24 10.52.00.000000000 AM
1965,1536,1063.46,"UPI","SUCCESS","",10-FEB-24 05.40.00.000000000 AM
1966,1465,265.53,"WALLET","FAILED","Reason unknown",06-FEB-24 09.33.00.000000000 PM
1968,1267,2684.48,"CARD","FAILED","Timeout",26-JAN-24 05.46.00.000000000 AM
1970,1570,574,"UPI","SUCCESS","",27-JAN-24 02.47.00.000000000 PM
1972,1488,1074,"CARD","FAILED","Insufficient Balance",15-FEB-24 11.55.00.000000000 PM
1974,1537,976.81,"UNKNOWN","FAILED","Bank Server Down",24-JAN-24 12.00.00.000000000 AM
1978,1015,3486.05,"UPI","FAILED","Invalid PIN",22-FEB-24 11.29.00.000000000 AM
1980,1400,4003.15,"UPI","FAILED","Reason unknown",07-JAN-24 12.28.00.000000000 AM
1981,1918,472.98,"CARD","SUCCESS","",15-JAN-24 05.14.00.000000000 AM
1982,1793,767.13,"WALLET","SUCCESS","",11-JAN-24 07.00.00.000000000 PM
1983,1980,3064.91,"CARD","SUCCESS","",16-FEB-24 02.37.00.000000000 AM
1989,1628,1297.39,"CARD","SUCCESS","",25-JAN-24 02.09.00.000000000 PM
1990,1518,748.1,"NETBANKING","SUCCESS","",12-FEB-24 06.57.00.000000000 PM
1991,1136,1293.19,"WALLET","SUCCESS","",30-JAN-24 05.41.00.000000000 PM
1996,1826,830.07,"CARD","SUCCESS","",11-JAN-24 02.08.00.000000000 AM
1997,1726,227.59,"WALLET","SUCCESS","",04-JAN-24 03.45.00.000000000 PM
1998,1476,1079.97,"CARD","SUCCESS","",20-FEB-24 03.57.00.000000000 PM
1999,1593,1327.11,"CARD","SUCCESS","",26-FEB-24 12.26.00.000000000 AM
2000,1222,970.8,"UPI","SUCCESS","",09-FEB-24 11.21.00.000000000 AM
2001,1989,591.14,"CARD","SUCCESS","",08-FEB-24 08.17.00.000000000 PM
2002,1371,1918.31,"UNKNOWN","SUCCESS","",09-JAN-24 08.34.00.000000000 PM
2004,1994,3687.81,"CARD","SUCCESS","",18-FEB-24 06.33.00.000000000 AM
2007,1489,930.84,"NETBANKING","SUCCESS","",12-FEB-24 05.31.00.000000000 AM
2008,1614,798.25,"NETBANKING","FAILED","Reason unknown",29-JAN-24 11.42.00.000000000 AM
2009,1272,444.47,"UNKNOWN","SUCCESS","",09-JAN-24 01.02.00.000000000 PM
2010,1525,15.18,"UPI","FAILED","Insufficient Balance",24-JAN-24 11.45.00.000000000 PM
2012,1151,173.79,"NETBANKING","SUCCESS","",31-JAN-24 01.42.00.000000000 PM
2013,1994,1617.42,"WALLET","SUCCESS","",19-JAN-24 09.12.00.000000000 AM
2015,1187,2186.23,"WALLET","SUCCESS","",22-JAN-24 12.53.00.000000000 PM
2017,1097,3457.4,"UNKNOWN","SUCCESS","",12-FEB-24 07.56.00.000000000 AM
2019,1804,182.41,"WALLET","FAILED","Reason unknown",13-FEB-24 11.06.00.000000000 PM
2023,1182,1058.95,"NETBANKING","FAILED","Timeout",17-FEB-24 03.25.00.000000000 PM
2027,1526,5065,"UPI","SUCCESS","",24-JAN-24 03.52.00.000000000 PM
2030,1515,1039.65,"WALLET","SUCCESS","",11-JAN-24 08.00.00.000000000 AM
2039,1425,114.64,"UPI","FAILED","Insufficient Balance",17-JAN-24 09.40.00.000000000 AM
2040,1107,1487.79,"WALLET","SUCCESS","",12-JAN-24 12.20.00.000000000 PM
2041,1893,2362.63,"CARD","FAILED","Reason unknown",30-JAN-24 12.17.00.000000000 PM
2044,1738,2264.85,"WALLET","SUCCESS","",27-FEB-24 03.28.00.000000000 AM
2046,1545,266.75,"NETBANKING","SUCCESS","",14-JAN-24 02.52.00.000000000 PM
2047,1413,616.06,"NETBANKING","SUCCESS","",07-JAN-24 06.08.00.000000000 AM
2049,1758,1284.49,"UPI","SUCCESS","",27-FEB-24 09.19.00.000000000 AM
2056,1890,839.41,"UPI","SUCCESS","",02-JAN-24 05.43.00.000000000 PM
2059,1028,1459.14,"CARD","FAILED","Timeout",28-FEB-24 04.42.00.000000000 AM
2062,1317,830.57,"CARD","SUCCESS","",18-JAN-24 03.11.00.000000000 AM
2063,1244,917.24,"CARD","SUCCESS","",04-FEB-24 04.46.00.000000000 PM
2078,1989,124.51,"NETBANKING","FAILED","Insufficient Balance",13-JAN-24 02.51.00.000000000 PM
2086,1145,658.7,"WALLET","SUCCESS","",02-FEB-24 11.12.00.000000000 PM
2088,1292,68.61,"CARD","SUCCESS","",05-FEB-24 10.47.00.000000000 AM
2089,1664,2112.39,"NETBANKING","SUCCESS","",18-JAN-24 04.59.00.000000000 AM
2098,1343,445.12,"WALLET","SUCCESS","",12-JAN-24 10.15.00.000000000 AM
2101,1186,169.01,"UPI","FAILED","Timeout",19-FEB-24 08.55.00.000000000 PM
2103,1060,63.19,"CARD","SUCCESS","",26-JAN-24 11.00.00.000000000 PM
2106,1379,150.63,"UPI","SUCCESS","",19-JAN-24 08.51.00.000000000 PM
2109,1439,50.42,"CARD","SUCCESS","",31-JAN-24 05.59.00.000000000 PM
2112,1343,2159.54,"NETBANKING","SUCCESS","",05-FEB-24 12.29.00.000000000 AM
2113,1010,1317.69,"UNKNOWN","SUCCESS","",23-FEB-24 02.06.00.000000000 AM
2116,1225,1867.35,"CARD","SUCCESS","",13-FEB-24 05.51.00.000000000 AM
2119,1563,595,"WALLET","FAILED","Reason unknown",22-FEB-24 12.23.00.000000000 PM
2125,1574,546.53,"CARD","FAILED","Reason unknown",18-FEB-24 11.48.00.000000000 AM
2126,1309,841.05,"UPI","SUCCESS","",22-JAN-24 02.45.00.000000000 AM
2128,1242,444.55,"NETBANKING","SUCCESS","",03-FEB-24 01.45.00.000000000 AM
2131,1329,450.75,"NETBANKING","SUCCESS","",30-JAN-24 03.08.00.000000000 AM
2133,1225,48.88,"UPI","FAILED","Reason unknown",26-FEB-24 10.47.00.000000000 PM
2135,1217,520.93,"UPI","SUCCESS","",07-JAN-24 12.24.00.000000000 AM
2139,1258,1044.87,"UNKNOWN","FAILED","Reason unknown",06-FEB-24 01.27.00.000000000 PM
2142,1516,1917.8,"UNKNOWN","FAILED","Timeout",05-JAN-24 06.11.00.000000000 AM
2147,1688,3207.73,"UPI","SUCCESS","",13-FEB-24 02.45.00.000000000 AM
2152,1752,429.87,"CARD","SUCCESS","",20-FEB-24 06.21.00.000000000 AM
2153,1572,1903.08,"UPI","SUCCESS","",11-JAN-24 04.18.00.000000000 AM
2154,1890,1388.12,"NETBANKING","UNKNOWN","",13-JAN-24 10.11.00.000000000 PM
2155,1489,3722.97,"UPI","FAILED","Reason unknown",23-JAN-24 03.31.00.000000000 PM
2157,1689,253.12,"NETBANKING","SUCCESS","",20-FEB-24 11.09.00.000000000 AM
2159,1061,665.94,"UPI","SUCCESS","",21-JAN-24 01.42.00.000000000 PM
2163,1159,788.25,"NETBANKING","SUCCESS","",01-JAN-24 01.25.00.000000000 PM
2164,1738,2600.36,"CARD","UNKNOWN","Insufficient Balance",11-FEB-24 11.31.00.000000000 PM
2165,1997,1711.98,"WALLET","SUCCESS","",09-FEB-24 10.45.00.000000000 PM
2166,1780,2340.79,"CARD","SUCCESS","",25-FEB-24 01.13.00.000000000 AM
2168,1892,132.8,"UNKNOWN","SUCCESS","",26-JAN-24 01.56.00.000000000 PM
2175,1266,2734.88,"UPI","SUCCESS","",31-JAN-24 06.15.00.000000000 PM
2178,1322,990.47,"UPI","SUCCESS","",03-JAN-24 06.58.00.000000000 AM
2184,1920,1642.72,"CARD","UNKNOWN","Insufficient Balance",26-JAN-24 01.11.00.000000000 PM
2195,1225,282.85,"UNKNOWN","FAILED","Bank Server Down",30-JAN-24 11.47.00.000000000 PM
2196,1983,454.95,"NETBANKING","UNKNOWN","Insufficient Balance",12-FEB-24 06.04.00.000000000 PM
2200,1327,1988.67,"CARD","FAILED","Reason unknown",02-FEB-24 11.28.00.000000000 PM
2201,1250,1282,"UNKNOWN","SUCCESS","",08-JAN-24 02.36.00.000000000 AM
2207,1036,692.92,"UNKNOWN","SUCCESS","",13-JAN-24 09.30.00.000000000 AM
2211,1795,364,"CARD","SUCCESS","",27-FEB-24 07.29.00.000000000 AM
2212,1964,335.37,"UPI","SUCCESS","",11-FEB-24 05.13.00.000000000 AM
2216,1039,2370.26,"UPI","SUCCESS","",03-JAN-24 11.34.00.000000000 PM
2217,1300,5206.92,"UPI","SUCCESS","",20-JAN-24 06.53.00.000000000 AM
2219,1317,373.16,"NETBANKING","UNKNOWN","",14-FEB-24 01.48.00.000000000 AM
2223,1322,962.45,"NETBANKING","SUCCESS","",17-FEB-24 11.36.00.000000000 AM
2224,1567,794.64,"UPI","SUCCESS","",29-FEB-24 11.18.00.000000000 AM
2233,1215,204.8,"UPI","FAILED","Bank Server Down",18-FEB-24 03.13.00.000000000 AM
2236,1167,243.49,"CARD","SUCCESS","",03-JAN-24 11.32.00.000000000 AM
2238,1352,4430.07,"CARD","UNKNOWN","Timeout",19-FEB-24 03.45.00.000000000 PM
2240,1570,3573.77,"UPI","SUCCESS","",03-JAN-24 12.46.00.000000000 AM
2241,1815,544.98,"UPI","SUCCESS","",26-FEB-24 09.35.00.000000000 AM
2242,1680,1175.33,"WALLET","SUCCESS","",14-FEB-24 03.16.00.000000000 PM
2243,1780,31.03,"UNKNOWN","FAILED","Invalid PIN",27-FEB-24 02.47.00.000000000 PM
2244,1556,1519.79,"CARD","SUCCESS","",30-JAN-24 05.23.00.000000000 PM
2246,1344,400.46,"CARD","SUCCESS","",07-JAN-24 01.13.00.000000000 PM
2247,1692,1297.46,"UNKNOWN","FAILED","Bank Server Down",01-FEB-24 03.11.00.000000000 PM
2248,1169,1562.64,"UPI","SUCCESS","",06-FEB-24 12.42.00.000000000 AM
2249,1355,1741.78,"UPI","FAILED","Reason unknown",20-JAN-24 02.05.00.000000000 AM
2250,1190,2246.87,"UPI","SUCCESS","",12-FEB-24 02.28.00.000000000 PM
2252,1421,1258.22,"UPI","SUCCESS","",05-JAN-24 09.46.00.000000000 AM
2255,1132,4575.77,"CARD","SUCCESS","",28-FEB-24 08.10.00.000000000 AM
2256,1746,731.97,"UNKNOWN","SUCCESS","",25-FEB-24 06.05.00.000000000 PM
2257,1556,2319.19,"NETBANKING","SUCCESS","",05-FEB-24 05.27.00.000000000 AM
2259,1760,129.54,"UPI","SUCCESS","",09-FEB-24 03.23.00.000000000 AM
2269,1926,3674.36,"UNKNOWN","SUCCESS","",10-FEB-24 07.21.00.000000000 PM
2271,1355,1263,"CARD","SUCCESS","",03-JAN-24 08.45.00.000000000 AM
2272,1257,3948.85,"CARD","SUCCESS","",22-JAN-24 07.45.00.000000000 PM
2273,1717,1133.37,"CARD","SUCCESS","",06-JAN-24 08.56.00.000000000 AM
2274,1588,654.48,"UPI","FAILED","Invalid PIN",27-JAN-24 12.56.00.000000000 AM
2278,1961,1926.85,"UPI","SUCCESS","",09-JAN-24 05.21.00.000000000 AM
2279,1223,2426.25,"NETBANKING","FAILED","Invalid PIN",31-JAN-24 11.33.00.000000000 PM
2281,1045,5703.03,"WALLET","SUCCESS","",02-FEB-24 08.56.00.000000000 PM
2286,1359,675.14,"UNKNOWN","SUCCESS","",26-JAN-24 09.29.00.000000000 AM
2287,1222,2006.85,"UNKNOWN","SUCCESS","",12-FEB-24 05.14.00.000000000 AM
2293,1674,2672.1,"UPI","SUCCESS","",20-FEB-24 11.00.00.000000000 PM
2297,1454,952.59,"WALLET","SUCCESS","",21-FEB-24 07.45.00.000000000 AM
2298,1585,740.89,"UPI","SUCCESS","",21-FEB-24 03.58.00.000000000 PM
2299,1232,748.12,"NETBANKING","FAILED","Insufficient Balance",03-JAN-24 11.15.00.000000000 AM
2303,1411,1641.03,"UNKNOWN","SUCCESS","",16-JAN-24 11.24.00.000000000 PM
2304,1571,866.81,"UNKNOWN","SUCCESS","",29-JAN-24 12.11.00.000000000 PM
2305,1334,4591.76,"CARD","UNKNOWN","",17-FEB-24 06.53.00.000000000 AM
2306,1221,1405.56,"WALLET","SUCCESS","",05-JAN-24 09.19.00.000000000 PM
2307,1988,978.63,"UPI","SUCCESS","",27-JAN-24 04.32.00.000000000 PM
2320,1917,432.02,"CARD","SUCCESS","",20-FEB-24 01.56.00.000000000 PM
2324,1704,3687.89,"WALLET","SUCCESS","",08-FEB-24 08.24.00.000000000 PM
2325,1021,2086.34,"CARD","SUCCESS","",16-JAN-24 03.50.00.000000000 AM
2326,1473,4063.02,"WALLET","SUCCESS","",29-FEB-24 08.10.00.000000000 PM
2327,1119,572.05,"UNKNOWN","SUCCESS","",01-FEB-24 02.56.00.000000000 AM
2333,1284,1366.62,"CARD","SUCCESS","",20-FEB-24 02.57.00.000000000 AM
2336,1762,1469.63,"CARD","SUCCESS","",13-JAN-24 02.47.00.000000000 AM
2347,1078,1817.7,"WALLET","UNKNOWN","",17-JAN-24 03.19.00.000000000 PM
2348,1927,490.85,"UPI","SUCCESS","",18-JAN-24 08.20.00.000000000 AM
2357,1284,350,"UPI","SUCCESS","",15-FEB-24 09.03.00.000000000 PM
2358,1515,559.19,"CARD","SUCCESS","",11-FEB-24 06.04.00.000000000 PM
2362,1488,7492.01,"WALLET","SUCCESS","",20-FEB-24 12.06.00.000000000 PM
2365,1886,1463.91,"UNKNOWN","SUCCESS","",24-JAN-24 04.35.00.000000000 AM
2369,1883,38.66,"UNKNOWN","SUCCESS","",01-FEB-24 01.32.00.000000000 PM
2372,1686,3242.59,"CARD","SUCCESS","",16-JAN-24 08.12.00.000000000 PM
2373,1973,1803.68,"UNKNOWN","SUCCESS","",05-FEB-24 03.45.00.000000000 PM
2374,1083,940.39,"UNKNOWN","SUCCESS","",11-FEB-24 12.17.00.000000000 PM
2382,1439,1951.63,"NETBANKING","FAILED","Bank Server Down",23-JAN-24 06.45.00.000000000 AM
2394,1452,136.11,"CARD","SUCCESS","",23-FEB-24 06.51.00.000000000 PM
2395,1386,616.48,"NETBANKING","FAILED","Bank Server Down",17-JAN-24 01.27.00.000000000 AM
2397,1256,1110.77,"UPI","SUCCESS","",04-JAN-24 07.55.00.000000000 PM
2402,1161,32.1,"WALLET","FAILED","Timeout",26-FEB-24 06.36.00.000000000 AM
2403,1956,641.6,"UPI","SUCCESS","",10-FEB-24 03.19.00.000000000 PM
2407,1791,25.58,"UPI","SUCCESS","",08-JAN-24 06.13.00.000000000 AM
2408,1523,1443.67,"UNKNOWN","SUCCESS","",05-JAN-24 07.35.00.000000000 PM
2410,1270,171.19,"UNKNOWN","FAILED","Timeout",28-JAN-24 02.44.00.000000000 AM
2412,1207,562.01,"UNKNOWN","SUCCESS","",29-JAN-24 09.05.00.000000000 AM
2415,1059,5765.03,"CARD","FAILED","Timeout",01-FEB-24 05.30.00.000000000 PM
2423,1026,1006.43,"NETBANKING","FAILED","Bank Server Down",23-JAN-24 06.54.00.000000000 PM
2424,1685,786.36,"UPI","SUCCESS","",28-FEB-24 09.08.00.000000000 PM
2426,1198,988.13,"WALLET","SUCCESS","",29-FEB-24 02.32.00.000000000 PM
2427,1386,625.78,"UPI","SUCCESS","",11-JAN-24 07.20.00.000000000 AM
2428,1348,1170,"CARD","SUCCESS","",03-JAN-24 02.37.00.000000000 AM
2431,1692,931.21,"CARD","FAILED","Bank Server Down",05-FEB-24 06.05.00.000000000 AM
2435,1898,1471.32,"CARD","FAILED","Invalid PIN",11-FEB-24 07.37.00.000000000 AM
2436,1915,436.67,"UPI","FAILED","Insufficient Balance",22-FEB-24 09.08.00.000000000 AM
2439,1152,3714.12,"UPI","SUCCESS","",07-JAN-24 04.28.00.000000000 PM
2441,1205,15.87,"UNKNOWN","SUCCESS","",03-FEB-24 11.31.00.000000000 AM
2442,1454,6964.96,"CARD","SUCCESS","",12-FEB-24 03.40.00.000000000 PM
2443,1272,1723.37,"CARD","SUCCESS","",23-FEB-24 08.44.00.000000000 PM
2445,1235,23,"WALLET","FAILED","Insufficient Balance",14-JAN-24 12.09.00.000000000 AM
2449,1677,23.53,"NETBANKING","SUCCESS","",01-JAN-24 09.40.00.000000000 AM
2451,1955,855.87,"CARD","SUCCESS","",09-JAN-24 08.03.00.000000000 AM
2456,1385,999.6,"WALLET","FAILED","Insufficient Balance",17-JAN-24 06.01.00.000000000 PM
2458,1583,2635.03,"UPI","FAILED","Bank Server Down",16-FEB-24 04.03.00.000000000 PM
2467,1319,3367.99,"UNKNOWN","SUCCESS","",19-JAN-24 10.24.00.000000000 AM
2478,1101,684.13,"NETBANKING","SUCCESS","",13-JAN-24 05.22.00.000000000 PM
2482,1213,2494.81,"UNKNOWN","SUCCESS","",24-JAN-24 08.32.00.000000000 AM
2484,1087,795.43,"NETBANKING","SUCCESS","",27-FEB-24 05.29.00.000000000 AM
2485,1552,1097.23,"NETBANKING","SUCCESS","",22-JAN-24 09.35.00.000000000 AM
2489,1045,884.47,"CARD","SUCCESS","",18-FEB-24 09.38.00.000000000 PM
2490,1671,3103.32,"WALLET","FAILED","Insufficient Balance",13-FEB-24 06.01.00.000000000 PM
2491,1462,929.38,"NETBANKING","FAILED","Insufficient Balance",05-JAN-24 02.55.00.000000000 AM
2494,1085,968.31,"CARD","SUCCESS","",18-JAN-24 02.13.00.000000000 AM
2495,1091,828.5,"UPI","SUCCESS","",05-FEB-24 11.53.00.000000000 AM
2496,1659,2953.14,"UPI","SUCCESS","",11-JAN-24 05.47.00.000000000 PM
2498,1713,1755.01,"NETBANKING","SUCCESS","",18-FEB-24 04.12.00.000000000 AM
2501,1241,886.66,"NETBANKING","SUCCESS","",29-FEB-24 06.05.00.000000000 PM
2502,1864,793.79,"UPI","SUCCESS","",01-JAN-24 10.27.00.000000000 AM
2508,1925,152.3,"WALLET","SUCCESS","",14-JAN-24 11.51.00.000000000 PM
2511,1115,311.66,"UPI","SUCCESS","",19-FEB-24 11.21.00.000000000 PM
2512,1665,32.83,"UPI","SUCCESS","",04-FEB-24 07.26.00.000000000 PM
2516,1165,926.84,"CARD","SUCCESS","",30-JAN-24 11.04.00.000000000 PM
2517,1870,2041.69,"UPI","SUCCESS","",19-FEB-24 07.08.00.000000000 AM
2530,1962,975.41,"CARD","FAILED","Timeout",06-JAN-24 09.50.00.000000000 AM
2533,1008,1713.51,"NETBANKING","UNKNOWN","Insufficient Balance",10-JAN-24 02.08.00.000000000 PM
2538,1415,1046.64,"UNKNOWN","SUCCESS","",22-JAN-24 08.12.00.000000000 PM
2539,1552,272.84,"NETBANKING","SUCCESS","",12-FEB-24 10.55.00.000000000 PM
2541,1715,517.07,"UNKNOWN","SUCCESS","",06-JAN-24 07.49.00.000000000 AM
2543,1839,408.28,"CARD","SUCCESS","",06-JAN-24 11.29.00.000000000 PM
2544,1689,3120.63,"UNKNOWN","SUCCESS","",13-FEB-24 01.22.00.000000000 AM
2551,1382,716.16,"UPI","SUCCESS","",23-JAN-24 11.22.00.000000000 PM
2554,1083,1564.78,"CARD","SUCCESS","",12-JAN-24 06.56.00.000000000 PM
2556,1899,5195.8,"NETBANKING","SUCCESS","",28-FEB-24 02.17.00.000000000 AM
2558,1313,639.38,"CARD","FAILED","Invalid PIN",24-JAN-24 06.18.00.000000000 AM
2559,1021,814.7,"CARD","SUCCESS","",01-FEB-24 03.42.00.000000000 PM
2570,1011,2739.98,"UPI","FAILED","Insufficient Balance",13-FEB-24 06.06.00.000000000 PM
2572,1523,583.9,"CARD","SUCCESS","",04-JAN-24 12.43.00.000000000 PM
2573,1908,3908.43,"NETBANKING","SUCCESS","",07-JAN-24 12.06.00.000000000 AM
2580,1749,359.41,"UPI","SUCCESS","",05-JAN-24 03.54.00.000000000 PM
2581,1355,474.25,"CARD","SUCCESS","",24-FEB-24 12.01.00.000000000 AM
2583,1903,1083.8,"CARD","SUCCESS","",12-FEB-24 03.38.00.000000000 AM
2584,1732,1874.8,"CARD","SUCCESS","",12-FEB-24 08.46.00.000000000 AM
2585,1630,3909.76,"CARD","SUCCESS","",14-JAN-24 11.16.00.000000000 PM
2586,1308,138.89,"WALLET","SUCCESS","",31-JAN-24 02.55.00.000000000 AM
2588,1287,3813.61,"NETBANKING","SUCCESS","",07-JAN-24 09.53.00.000000000 PM
2590,1811,670.18,"UNKNOWN","SUCCESS","",14-JAN-24 05.58.00.000000000 PM
2592,1965,1418.49,"CARD","SUCCESS","",17-JAN-24 06.02.00.000000000 PM
2594,1722,1904.28,"UPI","SUCCESS","",14-JAN-24 10.16.00.000000000 PM
2596,1548,63.14,"NETBANKING","UNKNOWN","Timeout",21-FEB-24 06.41.00.000000000 AM
2600,1058,2417.24,"WALLET","SUCCESS","",02-JAN-24 07.07.00.000000000 PM
2603,1713,912.84,"CARD","FAILED","Timeout",25-FEB-24 03.28.00.000000000 PM
2612,1902,1607.52,"UNKNOWN","SUCCESS","",18-FEB-24 03.23.00.000000000 PM
2613,1331,3219.9,"NETBANKING","SUCCESS","",25-JAN-24 03.07.00.000000000 AM
2616,1724,2579.8,"UPI","SUCCESS","",03-JAN-24 11.02.00.000000000 AM
2620,1023,433.5,"UPI","SUCCESS","",07-FEB-24 12.23.00.000000000 PM
2622,1804,2460.48,"WALLET","FAILED","Bank Server Down",11-JAN-24 06.40.00.000000000 AM
2623,1515,491.23,"UPI","SUCCESS","",25-JAN-24 06.21.00.000000000 PM
2627,1531,5.38,"CARD","SUCCESS","",12-JAN-24 02.50.00.000000000 AM
2631,1688,810.35,"NETBANKING","SUCCESS","",12-JAN-24 07.48.00.000000000 PM
2640,1739,2342.16,"CARD","FAILED","Invalid PIN",13-FEB-24 03.38.00.000000000 PM
2642,1334,2418.03,"CARD","SUCCESS","",17-FEB-24 07.12.00.000000000 PM
2644,1931,823.52,"UPI","FAILED","Reason unknown",31-JAN-24 05.53.00.000000000 AM
2655,1236,58.02,"UPI","FAILED","Reason unknown",18-FEB-24 09.29.00.000000000 PM
2657,1551,3734.79,"CARD","FAILED","Reason unknown",14-FEB-24 11.10.00.000000000 AM
2658,1020,9545.91,"CARD","SUCCESS","",15-JAN-24 05.01.00.000000000 AM
2659,1910,2274.75,"CARD","SUCCESS","",10-JAN-24 10.18.00.000000000 AM
2661,1866,772.36,"CARD","SUCCESS","",17-FEB-24 03.57.00.000000000 AM
2663,1519,5187.3,"UPI","SUCCESS","",18-FEB-24 05.10.00.000000000 PM
2664,1099,911.75,"CARD","SUCCESS","",17-JAN-24 04.34.00.000000000 PM
2665,1751,2653.73,"NETBANKING","FAILED","Reason unknown",14-JAN-24 05.03.00.000000000 PM
2667,1598,3100.95,"UPI","FAILED","Reason unknown",29-FEB-24 05.09.00.000000000 AM
2669,1939,12.1,"WALLET","FAILED","Bank Server Down",14-FEB-24 04.51.00.000000000 AM
2680,1827,255.67,"UPI","SUCCESS","",31-JAN-24 04.53.00.000000000 PM
2682,1622,1372.29,"NETBANKING","SUCCESS","",17-JAN-24 04.41.00.000000000 PM
2683,1013,88.94,"CARD","SUCCESS","",15-JAN-24 01.45.00.000000000 PM
2684,1503,2253.88,"NETBANKING","FAILED","Reason unknown",15-JAN-24 09.27.00.000000000 PM
2685,1230,724.52,"WALLET","SUCCESS","",26-JAN-24 01.23.00.000000000 PM
2689,1742,619.38,"UNKNOWN","SUCCESS","",11-FEB-24 11.08.00.000000000 PM
2690,1837,2476,"CARD","SUCCESS","",23-JAN-24 10.44.00.000000000 PM
2693,1856,1214.29,"CARD","SUCCESS","",28-FEB-24 03.37.00.000000000 AM
2694,1027,303.03,"CARD","SUCCESS","",24-FEB-24 12.24.00.000000000 AM
2696,1162,1342.93,"CARD","SUCCESS","",27-FEB-24 04.34.00.000000000 AM
2698,1260,81.73,"UPI","SUCCESS","",06-JAN-24 08.36.00.000000000 AM
2702,1951,2897.45,"WALLET","SUCCESS","",21-JAN-24 08.23.00.000000000 AM
2703,1675,1610.13,"UNKNOWN","SUCCESS","",30-JAN-24 09.25.00.000000000 AM
2705,1918,637.96,"NETBANKING","FAILED","Reason unknown",27-JAN-24 11.00.00.000000000 PM
2706,1302,29.15,"UPI","SUCCESS","",26-JAN-24 02.37.00.000000000 PM
2708,1394,230.99,"CARD","SUCCESS","",17-JAN-24 08.14.00.000000000 AM
2712,1269,1031.17,"UPI","FAILED","Reason unknown",04-FEB-24 12.38.00.000000000 PM
2714,1969,953.84,"UPI","SUCCESS","",04-FEB-24 05.18.00.000000000 AM
2716,1777,2820.89,"UPI","SUCCESS","",19-FEB-24 05.11.00.000000000 PM
2719,1360,825.72,"CARD","SUCCESS","",02-JAN-24 01.58.00.000000000 AM
2720,1256,1475.97,"CARD","SUCCESS","",04-FEB-24 03.30.00.000000000 PM
2722,1275,5222.76,"CARD","FAILED","Timeout",23-JAN-24 07.26.00.000000000 PM
2724,1682,764.74,"CARD","SUCCESS","",03-JAN-24 04.43.00.000000000 AM
2726,1512,754.79,"WALLET","SUCCESS","",04-FEB-24 07.38.00.000000000 AM
2727,1312,2553.94,"WALLET","UNKNOWN","Bank Server Down",09-FEB-24 03.30.00.000000000 AM
2728,1575,1258.44,"CARD","SUCCESS","",29-JAN-24 02.28.00.000000000 PM
2734,1932,112.77,"UPI","UNKNOWN","Timeout",01-FEB-24 03.10.00.000000000 AM
2736,1996,322.66,"WALLET","FAILED","Reason unknown",23-FEB-24 06.36.00.000000000 AM
2740,1496,1543.99,"UPI","FAILED","Insufficient Balance",25-JAN-24 01.52.00.000000000 PM
2742,1555,481.83,"UNKNOWN","FAILED","Insufficient Balance",07-JAN-24 03.26.00.000000000 AM
2746,1718,519.89,"CARD","FAILED","Invalid PIN",29-FEB-24 12.51.00.000000000 AM
2751,1915,527.79,"CARD","SUCCESS","",08-JAN-24 08.24.00.000000000 AM
2752,1881,3303.39,"CARD","FAILED","Bank Server Down",05-JAN-24 12.55.00.000000000 AM
2755,1968,6904.85,"CARD","FAILED","Reason unknown",02-FEB-24 10.22.00.000000000 PM
2759,1281,851.01,"CARD","FAILED","Reason unknown",01-FEB-24 04.04.00.000000000 PM
2762,1118,4011.76,"WALLET","SUCCESS","",26-JAN-24 08.11.00.000000000 PM
2766,1756,462.15,"UNKNOWN","FAILED","Invalid PIN",26-JAN-24 11.26.00.000000000 AM
2767,1058,442.38,"WALLET","FAILED","Insufficient Balance",27-FEB-24 05.14.00.000000000 PM
2769,1160,4351.66,"WALLET","SUCCESS","",28-FEB-24 10.39.00.000000000 AM
2785,1184,1101.62,"CARD","SUCCESS","",07-FEB-24 05.17.00.000000000 AM
2786,1038,1786.26,"UPI","SUCCESS","",09-JAN-24 04.22.00.000000000 AM
2789,1494,163.48,"NETBANKING","FAILED","Reason unknown",06-JAN-24 08.43.00.000000000 AM
